21:44:25,148 INFO  [org.springframework.web.context.ContextLoader] Root WebApplicationContext: initialization started
21:44:25,230 INFO  [org.springframework.web.context.support.XmlWebApplicationContext] Refreshing Root WebApplicationContext: startup date [Sat Dec 03 21:44:25 CST 2016]; root of context hierarchy
21:44:25,272 INFO  [org.springframework.beans.factory.xml.XmlBeanDefinitionReader] Loading XML bean definitions from ServletContext resource [/WEB-INF/applicationContext.xml]
21:44:26,610 INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter] Looking for @ControllerAdvice: Root WebApplicationContext: startup date [Sat Dec 03 21:44:25 CST 2016]; root of context hierarchy
21:44:26,666 INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter] Looking for @ControllerAdvice: Root WebApplicationContext: startup date [Sat Dec 03 21:44:25 CST 2016]; root of context hierarchy
21:44:26,948 INFO  [org.hibernate.annotations.common.Version] HCANN000001: Hibernate Commons Annotations {4.0.1.Final}
21:44:26,957 INFO  [org.hibernate.Version] HHH000412: Hibernate Core {4.1.6.Final}
21:44:26,960 INFO  [org.hibernate.cfg.Environment] HHH000206: hibernate.properties not found
21:44:26,963 INFO  [org.hibernate.cfg.Environment] HHH000021: Bytecode provider name : javassist
21:44:28,581 INFO  [org.hibernate.dialect.Dialect] HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
21:44:28,604 INFO  [org.hibernate.engine.transaction.internal.TransactionFactoryInitiator] HHH000399: Using default transaction strategy (direct JDBC transactions)
21:44:28,610 INFO  [org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory] HHH000397: Using ASTQueryTranslatorFactory
21:44:28,654 WARN  [net.sf.ehcache.config.ConfigurationFactory] No configuration found. Configuring ehcache from ehcache-failsafe.xml  found in the classpath: jar:file:/C:/Users/Administrator/.m2/repository/net/sf/ehcache/ehcache-core/2.6.10/ehcache-core-2.6.10.jar!/ehcache-failsafe.xml
21:44:28,732 INFO  [org.hibernate.cache.spi.UpdateTimestampsCache] HHH000250: Starting update timestamps cache at region: org.hibernate.cache.spi.UpdateTimestampsCache
21:44:28,735 WARN  [org.hibernate.cache.ehcache.AbstractEhcacheRegionFactory] HHH020003: Could not find a specific ehcache configuration for cache named [org.hibernate.cache.spi.UpdateTimestampsCache]; using defaults.
21:44:28,774 INFO  [org.hibernate.cache.internal.StandardQueryCache] HHH000248: Starting query cache at region: org.hibernate.cache.internal.StandardQueryCache
21:44:28,774 WARN  [org.hibernate.cache.ehcache.AbstractEhcacheRegionFactory] HHH020003: Could not find a specific ehcache configuration for cache named [org.hibernate.cache.internal.StandardQueryCache]; using defaults.
21:44:28,993 INFO  [org.hibernate.tool.hbm2ddl.SchemaUpdate] HHH000228: Running hbm2ddl schema update
21:44:28,993 INFO  [org.hibernate.tool.hbm2ddl.SchemaUpdate] HHH000102: Fetching database metadata
21:44:28,995 INFO  [org.hibernate.tool.hbm2ddl.SchemaUpdate] HHH000396: Updating schema
